YearLow|OneyrTargetPrice|DividendShare|ChangeFromFiftydayMovingAverage|FiftydayMovingAverage|SharesOwned|PercentChangeFromTwoHundreddayMovingAverage|PricePaid|DaysLow|DividendYield|Commission|EPSEstimateNextQuarter|ChangeFromYearLow|ChangeFromYearHigh|EarningsShare|AverageDailyVolume|LastTradePriceOnly|YearHigh|EBITDA|Change_PercentChange|AnnualizedGain|ShortRatio|LastTradeDate|PriceSales|EPSEstimateCurrentYear|BookValue|u|Bid|AskRealtime|PreviousClose|DaysRangeRealtime|EPSEstimateNextYear|Volume|HoldingsGainPercent|PercentChange|TickerTrend|Ask|ChangeRealtime|PriceEPSEstimateNextYear|HoldingsGain|Change|MarketCapitalization|Name|HoldingsValue|DaysRange|AfterHoursChangeRealtime|symbol|ChangePercentRealtime|DaysValueChange|LastTradeTime|StockExchange|DividendPayDate|LastTradeRealtimeWithTime|Notes|MarketCapRealtime|ExDividendDate|PERatio|DaysValueChangeRealtime|ErrorIndicationreturnedforsymbolchangedinvalid|ChangeinPercent|HoldingsValueRealtime|PercentChangeFromFiftydayMovingAverage|PriceBook|ChangeFromTwoHundreddayMovingAverage|DaysHigh|PercentChangeFromYearLow|TradeDate|LastTradeWithTime|BidRealtime|YearRange|HighLimit|OrderBookRealtime|HoldingsGainRealtime|PEGRatio|Currency|LowLimit|HoldingsGainPercentRealtime|TwoHundreddayMovingAverage|PERatioRealtime|PercebtChangeFromYearHigh|Open|PriceEPSEstimateCurrentYear|MoreInfo
78.26|104.63|1.20|0.75|101.22|None|+2.48%|None|100.59|1.20|None|2.16|23.71|-5.11|4.37|1042230|101.97|107.08|2.53B|+0.75 - +0.74%|None|3.00|8/14/2015|2.40|6.05|22.87|2015-08-14 14:08:00 UTC+0000|102.03|None|101.22|None|6.66|127789|None|+0.74%|None|102.06|None|15.31|None|+0.75|28.56B|Aon plc Class A Ordinary Shares|None|100.59 - 102.19|None|AON|None|None|10:08am|NYQ|8/17/2015|None|None|None|7/30/2015|23.35|None|None|+0.74%|None|+0.74%|4.43|2.47|102.19|+30.30%|None|10:08am - <b>101.97</b>|None|78.26 - 107.08|None|None|None|1.44|USD|None|None|99.50|None|-4.77%|100.84|16.85|None
19.22|27.33|None|-3.66|25.45|None|-23.67%|None|21.60|None|None|0.56|2.57|-15.67|2.11|117355|21.79|37.46|76.88M|-0.02 - -0.09%|None|19.30|8/14/2015|1.06|1.90|14.02|2015-08-14 13:56:00 UTC+0000|21.83|None|21.81|None|1.90|4900|None|-0.09%|None|21.98|None|11.47|None|-0.02|361.13M|American Public Education, Inc.|None|21.60 - 22.15|None|APEI|None|None|9:56am|NMS|None|None|None|None|None|10.31|None|None|-0.09%|None|-14.37%|1.56|-6.76|22.15|+13.37%|None|9:56am - <b>21.79</b>|None|19.22 - 37.46|None|None|None|1.21|USD|None|None|28.55|None|-41.83%|21.79|11.47|None
34.12|61.67|0.44|-0.27|53.39|None|+4.71%|None|52.20|0.80|None|0.68|19.00|-7.93|1.92|292156|53.12|61.05|104.39M|+0.44 - +0.84%|None|4.00|8/14/2015|1.60|2.19|13.37|2015-08-14 14:08:00 UTC+0000|53.09|None|52.68|None|2.87|28664|None|+0.84%|None|53.21|None|18.51|None|+0.44|1.55B|Apogee Enterprises, Inc.|None|52.20 - 53.38|None|APOG|None|None|10:08am|NMS|7/30/2015|None|None|None|7/13/2015|27.67|None|None|+0.84%|None|-0.51%|3.94|2.39|53.38|+55.69%|None|10:08am - <b>53.12</b>|None|34.12 - 61.05|None|None|None|2.43|USD|None|None|50.73|None|-12.99%|52.60|24.26|None
11.81|16.13|None|-1.61|13.43|None|-37.97%|None|11.81|None|None|0.38|0.01|-22.73|0.71|1984620|11.82|34.55|364.76M|-0.22 - -1.83%|None|2.60|8/14/2015|0.48|1.05|10.94|2015-08-14 14:09:00 UTC+0000|11.81|None|12.04|None|0.80|152857|None|-1.83%|None|11.82|None|14.77|None|-0.22|1.27B|Apollo Education Group, Inc.|None|11.81 - 12.03|None|APOL|None|None|10:09am|NMS|None|None|None|None|None|16.69|None|None|-1.83%|None|-11.98%|1.10|-7.24|12.03|+0.08%|None|10:09am - <b>11.82</b>|None|11.81 - 34.55|None|None|None|-0.44|USD|None|None|19.06|None|-65.79%|11.98|11.26|None
29.39|38.67|0.24|0.47|31.91|None|-10.71%|None|32.02|0.70|None|0.58|2.99|-15.14|2.01|311384|32.38|47.52|171.56M|+0.13 - +0.40%|None|3.00|8/14/2015|0.31|2.22|22.33|2015-08-14 14:07:00 UTC+0000|32.39|None|32.25|None|2.82|26533|None|+0.40%|None|32.46|None|11.48|None|+0.13|840.03M|ArcBest Corporation|None|32.02 - 32.54|None|ARCB|None|None|10:07am|NMS|8/25/2015|None|None|None|8/7/2015|16.08|None|None|+0.40%|None|+1.48%|1.44|-3.88|32.54|+10.17%|None|10:07am - <b>32.38</b>|None|29.39 - 47.52|None|None|None|0.78|USD|None|None|36.26|None|-31.86%|32.06|14.59|None
14.63|18.06|1.52|-0.26|16.25|None|-4.18%|None|15.99|9.50|None|0.39|1.36|-1.69|1.85|1353390|15.99|17.68|705.94M|-0.08 - -0.50%|None|5.70|8/14/2015|4.92|1.52|16.80|2015-08-14 14:09:00 UTC+0000|15.98|None|16.07|None|1.60|91925|None|-0.50%|None|15.99|None|9.99|None|-0.08|5.03B|Ares Capital Corporation|None|15.99 - 16.07|None|ARCC|None|None|10:09am|NMS|9/30/2015|None|None|None|6/11/2015|8.67|None|None|-0.50%|None|-1.59%|0.96|-0.70|16.07|+9.30%|None|10:09am - <b>15.99</b>|None|14.63 - 17.68|None|None|None|-8.13|USD|None|None|16.69|None|-9.56%|16.02|10.52|None
7.95|23.25|None|0.53|17.68|None|+19.56%|None|18.11|None|None|-0.74|10.26|-17.27|-0.25|187184|18.21|35.48|2.13M|+0.00 - +0.00%|None|6.10|8/14/2015|10.02|-1.31|6.81|2015-08-14 14:07:00 UTC+0000|18.09|None|18.21|None|-3.11|4609|None|+0.00%|None|18.22|None|None|None|+0.00|380.22M|Ardelyx, Inc.|None|18.11 - 18.26|None|ARDX|None|None|10:07am|NGM|None|None|None|None|None|216.79|None|None|+0.00%|None|+2.98%|2.67|2.98|18.26|+129.06%|None|10:07am - <b>18.21</b>|None|7.95 - 35.48|None|None|None|-0.56|USD|None|None|15.23|None|-48.68%|18.13|None|None
72.91|100.55|3.08|0.84|91.44|None|-1.84%|None|91.53|3.30|None|1.33|19.37|-10.68|0.85|303483|92.28|102.96|479.89M|+0.01 - +0.01%|None|3.50|8/14/2015|8.59|5.25|48.20|2015-08-14 14:08:00 UTC+0000|92.18|None|92.27|None|5.49|11910|None|+0.01%|None|92.44|None|16.81|None|+0.01|6.67B|Alexandria Real Estate Equities|None|91.53 - 92.53|None|ARE|None|None|10:08am|NYQ|7/15/2015|None|None|None|6/26/2015|108.69|None|None|+0.01%|None|+0.92%|1.91|-1.73|92.53|+26.57%|None|10:08am - <b>92.28</b>|None|72.91 - 102.96|None|None|None|1.96|USD|None|None|94.01|None|-10.37%|91.95|17.58|None
37.32|76.57|0.70|-3.01|75.16|None|+7.20%|None|71.80|1.00|None|0.61|34.83|-7.25|1.72|333041|72.15|79.40|168.39M|+0.01 - +0.01%|None|8.00|8/14/2015|1.73|2.08|1.63|2015-08-14 14:08:00 UTC+0000|72.15|None|72.14|None|2.42|11251|None|+0.01%|None|72.25|None|29.81|None|+0.01|2.85B|Papa John'S International, Inc.|None|71.80 - 72.76|None|PZZA|None|None|10:08am|NMS|8/21/2015|None|None|None|8/7/2015|41.92|None|None|+0.01%|None|-4.01%|44.23|4.85|72.76|+93.33%|None|10:08am - <b>72.15</b>|None|37.32 - 79.40|None|None|None|1.91|USD|None|None|67.30|None|-9.13%|71.80|34.69|None
20.26|26.33|None|-1.47|22.42|None|-11.69%|None|20.84|None|None|0.17|0.69|-8.43|-0.11|247312|20.95|29.38|30.40M|-0.12 - -0.57%|None|20.20|8/14/2015|3.56|-0.11|6.79|2015-08-14 14:08:00 UTC+0000|20.87|None|21.07|None|0.11|11075|None|-0.57%|None|20.95|None|190.45|None|-0.12|702.37M|Quidel Corporation|None|20.84 - 21.04|None|QDEL|None|None|10:08am|NMS|None|None|None|None|None|None|None|None|-0.57%|None|-6.54%|3.10|-2.77|21.04|+3.41%|None|10:08am - <b>20.95</b>|None|20.26 - 29.38|None|None|None|-9.53|USD|None|None|23.72|None|-28.69%|21.02|None|None
20.73|27.53|None|1.08|26.66|None|+10.50%|None|27.74|None|None|0.35|7.01|-0.68|0.44|832328|27.74|28.42|361.54M|+0.10 - +0.36%|None|5.10|8/14/2015|4.89|1.08|10.88|2015-08-14 14:08:00 UTC+0000|27.75|None|27.64|None|1.20|59866|None|+0.36%|None|27.77|None|23.12|None|+0.10|6.46B|Qiagen N.V.|None|27.74 - 27.87|None|QGEN|None|None|10:08am|NMS|None|None|None|None|12/27/2002|62.90|None|None|+0.36%|None|+4.04%|2.54|2.64|27.87|+33.82%|None|10:08am - <b>27.74</b>|None|20.73 - 28.42|None|None|None|2.43|USD|None|None|25.10|None|-2.39%|27.87|25.69|None
44.56|79.39|None|-1.67|63.52|None|+5.68%|None|61.41|None|None|0.93|17.29|-42.13|1.72|2995460|61.85|103.98|390.41M|+0.45 - +0.73%|None|1.80|8/14/2015|5.07|3.47|9.43|2015-08-14 14:08:00 UTC+0000|61.99|None|61.40|None|4.83|205949|None|+0.73%|None|62.02|None|12.81|None|+0.45|7.71B|Qihoo 360 Technology Co. Ltd. A|None|61.41 - 62.09|None|QIHU|None|None|10:08am|NYQ|None|None|None|None|None|35.92|None|None|+0.73%|None|-2.64%|6.51|3.33|62.09|+38.80%|None|10:08am - <b>61.85</b>|None|44.56 - 103.98|None|None|None|0.48|USD|None|None|58.52|None|-40.52%|61.41|17.82|None
18.52|2076.31|1.00|-0.14|28.14|None|+6.37%|None|26.72|3.60|None|20.97|9.48|-13.22|3.32|469073|28.00|41.22|156.05M|+0.78 - +2.87%|None|2.10|8/14/2015|2.99|82.45|5.87|2015-08-14 14:06:00 UTC+0000|27.81|None|27.22|None|104.99|182478|None|+2.87%|None|28.00|None|0.27|None|+0.78|1.53B|QIWI plc|None|26.72 - 28.58|None|QIWI|None|None|10:06am|NMS|6/1/2015|None|None|None|5/21/2015|8.44|None|None|+2.87%|None|-0.51%|4.63|1.68|28.58|+51.19%|None|10:06am - <b>28.00</b>|None|18.52 - 41.22|None|None|None|1.07|USD|None|None|26.32|None|-32.07%|27.23|0.34|None
22.12|45.44|None|2.85|38.20|None|+18.68%|None|40.59|None|None|0.39|18.93|-1.01|-0.35|1202590|41.05|42.06|1.17M|-0.13 - -0.32%|None|5.50|8/14/2015|6.56|0.32|3.38|2015-08-14 14:09:00 UTC+0000|41.03|None|41.18|None|0.52|73955|None|-0.32%|None|41.06|None|78.94|None|-0.13|3.79B|Qlik Technologies Inc.|None|40.59 - 41.24|None|QLIK|None|None|10:09am|NMS|None|None|None|None|None|None|None|None|-0.32%|None|+7.46%|12.18|6.46|41.24|+85.58%|None|10:09am - <b>41.05</b>|None|22.12 - 42.06|None|None|None|2.73|USD|None|None|34.59|None|-2.40%|40.80|128.28|None
8.32|15.57|None|0.18|15.77|None|+23.04%|None|15.95|None|None|0.20|7.63|-0.03|0.39|383858|15.95|15.98|63.82M|+0.00 - +0.00%|None|1.40|8/14/2015|0.46|0.85|-0.82|2015-08-14 14:08:00 UTC+0000|15.95|None|15.95|None|1.02|69908|None|+0.00%|None|15.96|None|15.64|None|+0.00|445.95M|Quality Distribution, Inc.|None|15.95 - 15.98|None|QLTY|None|None|10:08am|NGM|None|None|None|None|None|40.90|None|None|+0.00%|None|+1.12%|None|2.99|15.98|+91.71%|None|10:08am - <b>15.95</b>|None|8.32 - 15.98|None|None|None|2.35|USD|None|None|12.96|None|-0.19%|15.95|18.76|None
23.43|44.33|None|-5.05|37.24|None|-25.05%|None|32.10|None|None|0.11|8.76|-23.28|0.93|679880|32.19|55.47|30.65M|-0.34 - -1.05%|None|4.50|8/14/2015|7.48|0.55|5.05|2015-08-14 14:09:00 UTC+0000|32.11|None|32.53|None|0.69|45726|None|-1.05%|None|32.19|None|46.65|None|-0.34|1.10B|Qualys, Inc.|None|32.10 - 32.66|None|QLYS|None|None|10:09am|NMS|None|None|None|None|None|34.69|None|None|-1.05%|None|-13.55%|6.44|-10.76|32.66|+37.39%|None|10:09am - <b>32.19</b>|None|23.43 - 55.47|None|None|None|1.82|USD|None|None|42.95|None|-41.97%|32.34|58.53|None
36.480|None|0.230|-0.527|44.514|None|-0.574%|None|43.980|0.500|None|0.000|7.507|-1.713|None|95805|43.987|45.700|None|-0.073 - -0.166%|None|None|8/14/2015|None|None|0.000|2015-08-14 14:21:00 UTC+0000|43.980|None|44.060|None|None|2210|None|-0.166%|None|44.000|None|None|None|-0.073|None|First Trust NASDAQ-100 Equal We|None|43.980 - 44.070|None|QQEW|None|None|10:21am|NIM|None|None|None|None|None|None|None|None|-0.166%|None|-1.184%|None|-0.254|44.070|+20.578%|None|10:21am - <b>43.987</b>|None|36.480 - 45.700|None|None|None|0.000|USD|None|None|44.241|None|-3.748%|44.070|None|None
90.2400|None|1.0200|-0.0195|110.2660|None|+1.8538%|None|109.9300|0.9000|None|0.0000|20.0065|-4.1435|23.5850|26954100|110.2465|114.3900|None|-0.0935 - -0.0847%|None|None|8/14/2015|None|1.3400|0.0000|2015-08-14 14:09:00 UTC+0000|110.2400|None|110.3400|None|None|3543310|None|-0.0847%|None|110.2500|None|None|None|-0.0935|None|PowerShares QQQ Trust, Ser 1|None|109.9300 - 110.4800|None|QQQ|None|None|10:09am|NGM|None|None|None|None|None|None|None|None|-0.0847%|None|-0.0177%|None|2.0065|110.4800|+22.1703%|None|10:09am - <b>110.2465</b>|None|90.2400 - 114.3900|None|None|None|0.0000|USD|None|None|108.2400|None|-3.6223%|110.1000|None|None
17.660|None|1.400|0.083|18.922|None|+0.039%|None|18.940|7.400|None|0.000|1.345|-4.595|None|92341|19.005|23.600|0.00|+0.035 - +0.185%|None|0.100|8/14/2015|None|nan|0.000|2015-08-14 13:44:00 UTC+0000|18.970|None|18.970|None|None|7433|None|+0.185%|None|19.010|None|None|None|+0.035|None|NASDAQ Premium Income and Growt|None|18.940 - 19.005|None|QQQX|None|None|9:44am|NMS|7/1/2015|None|None|None|6/11/2015|None|None|None|+0.185%|None|+0.440%|None|0.007|19.005|+7.616%|None|9:44am - <b>19.005</b>|None|17.660 - 23.600|None|None|None|0.000|USD|None|None|18.998|None|-19.470%|19.000|None|None
12.210|14.030|0.700|-1.985|14.710|None|-20.141%|None|12.590|5.600|None|0.150|0.515|-6.025|0.470|505297|12.725|18.750|52.05M|+0.085 - +0.672%|None|6.000|8/14/2015|1.542|0.610|4.641|2015-08-14 14:06:00 UTC+0000|12.710|None|12.640|None|0.680|16770|None|+0.672%|None|12.730|None|18.713|None|+0.085|767.53M|Quality Systems, Inc.|None|12.590 - 12.770|None|QSII|None|None|10:06am|NMS|10/5/2015|None|None|None|6/10/2015|27.074|None|None|+0.672%|None|-13.496%|2.724|-3.209|12.770|+4.218%|None|10:06am - <b>12.725</b>|None|12.210 - 18.750|None|None|None|1.760|USD|None|None|15.934|None|-32.133%|12.590|20.861|None
36.44|None|0.04|-1.00|43.14|None|-3.48%|None|42.14|0.15|None|0.00|5.70|-3.45|None|39230|42.14|45.59|0.00|-0.03 - -0.07%|None|0.00|8/14/2015|None|None|0.00|2015-08-14 14:09:00 UTC+0000|42.14|None|42.17|None|None|2510|None|-0.07%|None|42.17|None|None|None|-0.03|None|First Trust NASDAQ-100 Technolo|None|42.14 - 42.23|None|QTEC|None|None|10:09am|NGM|6/30/2015|None|None|None|6/24/2015|None|None|None|-0.07%|None|-2.31%|None|-1.52|42.23|+15.64%|None|10:09am - <b>42.14</b>|None|36.44 - 45.59|None|None|None|0.00|USD|None|None|43.66|None|-7.57%|42.14|None|None
29.11|44.44|1.28|1.61|39.77|None|+9.65%|None|41.06|3.20|None|0.61|12.27|-3.23|0.51|424453|41.38|44.61|99.57M|+0.13 - +0.32%|None|3.30|8/14/2015|6.84|2.16|15.34|2015-08-14 14:09:00 UTC+0000|41.31|None|41.25|None|2.69|10903|None|+0.32%|None|41.38|None|15.38|None|+0.13|1.69B|QTS Realty Trust, Inc. Class A|None|41.06 - 41.40|None|QTS|None|None|10:09am|NYQ|7/8/2015|None|None|None|6/17/2015|80.35|None|None|+0.32%|None|+4.05%|2.69|3.64|41.40|+42.15%|None|10:09am - <b>41.38</b>|None|29.11 - 44.61|None|None|None|0.00|USD|None|None|37.74|None|-7.24%|41.15|19.16|None
23.560|301.280|None|-3.186|41.341|None|-5.467%|None|37.560|None|None|-5.480|14.595|-16.075|-3.211|1537750|38.155|54.230|-309.50M|-0.045 - -0.118%|None|5.900|8/14/2015|13.876|-18.050|-1.023|2015-08-14 14:09:00 UTC+0000|38.030|None|38.200|None|-4.930|86863|None|-0.118%|None|38.160|None|None|None|-0.045|4.58B|Qunar Cayman Islands Limited|None|37.560 - 38.670|None|QUNR|None|None|10:09am|NGM|None|None|None|None|None|None|None|None|-0.118%|None|-7.706%|None|-2.206|38.670|+61.948%|None|10:09am - <b>38.155</b>|None|23.560 - 54.230|None|None|None|0.170|USD|None|None|40.361|None|-29.642%|37.920|None|None
22.37|35.74|None|1.35|28.84|None|+4.88%|None|30.07|None|None|0.53|7.82|-1.43|1.18|1747320|30.19|31.62|1.75B|-0.13 - -0.43%|None|2.60|8/14/2015|1.39|1.37|12.13|2015-08-14 14:08:00 UTC+0000|30.18|None|30.32|None|1.50|39494|None|-0.43%|None|30.20|None|20.13|None|-0.13|13.92B|Liberty Interactive Corporation|None|30.07 - 30.38|None|QVCA|None|None|10:08am|NMS|None|None|None|None|None|25.50|None|None|-0.43%|None|+4.67%|2.50|1.40|30.38|+34.96%|None|10:08am - <b>30.19</b>|None|22.37 - 31.62|None|None|None|4.43|USD|None|None|28.79|None|-4.52%|30.15|22.04|None
77.140|110.150|1.640|-0.875|89.990|None|-4.106%|None|88.260|1.800|None|1.890|11.975|-11.525|4.373|684417|89.115|100.640|1.70B|+0.365 - +0.411%|None|4.600|8/14/2015|0.721|6.500|35.850|2015-08-14 14:07:00 UTC+0000|89.090|None|88.750|None|7.320|30099|None|+0.411%|None|89.170|None|12.174|None|+0.365|4.76B|Ryder System, Inc. Common Stock|None|88.260 - 89.170|None|R|None|None|10:07am|NYQ|9/18/2015|None|None|None|5/14/2015|20.378|None|None|+0.411%|None|-0.972%|2.476|-3.815|89.170|+15.524%|None|10:07am - <b>89.115</b>|None|77.140 - 100.640|None|None|None|1.110|USD|None|None|92.930|None|-11.452%|88.480|13.710|None
17.81|29.57|0.36|2.50|20.37|None|-9.70%|None|22.00|1.60|None|0.70|5.06|-14.61|1.35|164108|22.87|37.48|32.52M|+0.77 - +3.48%|None|5.20|8/14/2015|0.37|1.83|16.80|2015-08-14 14:05:00 UTC+0000|22.73|None|22.10|None|2.29|33509|None|+3.48%|None|22.84|None|9.99|None|+0.77|282.03M|Freightcar America, Inc.|None|22.00 - 22.87|None|RAIL|None|None|10:05am|NMS|5/27/2015|None|None|None|5/19/2015|16.97|None|None|+3.48%|None|+12.25%|1.32|-2.46|22.87|+28.41%|None|10:05am - <b>22.87</b>|None|17.81 - 37.48|None|None|None|4.03|USD|None|None|25.33|None|-38.98%|22.15|12.50|None
38.01|108.50|None|-4.16|115.86|None|+40.11%|None|106.24|None|None|-0.73|73.69|-25.35|-2.12|514423|111.70|137.05|-67.17M|-0.60 - -0.53%|None|3.10|8/14/2015|None|-2.67|9.58|2015-08-14 14:07:00 UTC+0000|111.54|None|112.30|None|-3.19|52806|None|-0.53%|None|112.77|None|None|None|-0.60|4.01B|Ultragenyx Pharmaceutical Inc.|None|106.24 - 113.74|None|RARE|None|None|10:07am|NMS|None|None|None|None|None|None|None|None|-0.53%|None|-3.59%|11.72|31.98|113.74|+193.87%|None|10:07am - <b>111.70</b>|None|38.01 - 137.05|None|None|None|0.00|USD|None|None|79.72|None|-18.50%|110.18|None|None
9.11|14.13|None|1.41|10.89|None|+8.09%|None|12.13|None|None|0.14|3.19|-2.91|0.07|1265230|12.30|15.21|19.22M|+0.10 - +0.82%|None|7.20|8/14/2015|3.10|0.42|3.24|2015-08-14 14:09:00 UTC+0000|12.31|None|12.20|None|0.55|170644|None|+0.82%|None|12.34|None|22.36|None|+0.10|1.08B|Ruckus Wireless, Inc. Common St|None|12.13 - 12.36|None|RKUS|None|None|10:09am|NYQ|None|None|None|None|None|173.24|None|None|+0.82%|None|+13.00%|3.77|0.92|12.36|+35.02%|None|10:09am - <b>12.30</b>|None|9.11 - 15.21|None|None|None|1.61|USD|None|None|11.38|None|-19.13%|12.17|29.29|None
32.91|49.36|None|-3.60|46.91|None|-6.95%|None|43.07|None|None|0.26|10.40|-6.44|1.26|1029980|43.31|49.75|728.00M|+0.11 - +0.25%|None|4.10|8/14/2015|1.15|1.45|15.48|2015-08-14 14:09:00 UTC+0000|43.29|None|43.20|None|2.01|85642|None|+0.25%|None|43.31|None|21.55|None|+0.11|6.35B|Realogy Holdings Corp. Common S|None|43.07 - 43.47|None|RLGY|None|None|10:09am|NYQ|None|None|None|None|None|34.43|None|None|+0.25%|None|-7.68%|2.79|-3.24|43.47|+31.60%|None|10:09am - <b>43.31</b>|None|32.91 - 49.75|None|None|None|1.32|USD|None|None|46.55|None|-12.94%|43.40|29.87|None
26.59|33.88|1.32|-1.25|30.26|None|-6.65%|None|28.83|4.50|None|0.29|2.42|-7.24|1.31|953006|29.01|36.25|363.65M|+0.03 - +0.10%|None|5.00|8/14/2015|3.26|1.37|17.92|2015-08-14 14:08:00 UTC+0000|29.00|None|28.98|None|1.51|63347|None|+0.10%|None|29.02|None|19.21|None|+0.03|3.75B|RLJ Lodging Trust Common Shares|None|28.83 - 29.06|None|RLJ|None|None|10:08am|NYQ|7/15/2015|None|None|None|6/26/2015|22.11|None|None|+0.10%|None|-4.12%|1.62|-2.07|29.06|+9.10%|None|10:08am - <b>29.01</b>|None|26.59 - 36.25|None|None|None|2.41|USD|None|None|31.08|None|-19.97%|28.90|21.18|None
17.60|56.00|None|-9.11|32.30|None|-33.24%|None|23.18|None|None|-1.60|5.59|-19.07|-3.14|482577|23.19|42.26|-106.71M|-0.63 - -2.64%|None|6.60|8/14/2015|None|-4.41|6.58|2015-08-14 14:09:00 UTC+0000|23.18|None|23.82|None|-4.47|134448|None|-2.64%|None|23.23|None|None|None|-0.63|964.38M|Relypsa, Inc.|None|23.18 - 24.49|None|RLYP|None|None|10:09am|NMS|None|None|None|None|None|None|None|None|-2.64%|None|-28.21%|3.62|-11.55|24.49|+31.76%|None|10:09am - <b>23.19</b>|None|17.60 - 42.26|None|None|None|-2.25|USD|None|None|34.74|None|-45.13%|23.89|None|None
45.74|59.53|1.20|-0.68|56.17|None|-11.61%|None|54.96|2.20|None|0.65|9.75|-19.84|2.47|908109|55.49|75.33|482.29M|+0.19 - +0.34%|None|10.70|8/14/2015|4.63|2.65|11.30|2015-08-14 14:07:00 UTC+0000|55.30|None|55.30|None|2.94|22035|None|+0.34%|None|55.39|None|18.87|None|+0.19|7.80B|ResMed Inc. Common Stock|None|54.96 - 55.58|None|RMD|None|None|10:07am|NYQ|9/17/2015|None|None|None|5/19/2015|22.47|None|None|+0.34%|None|-1.21%|4.89|-7.29|55.58|+21.32%|None|10:07am - <b>55.49</b>|None|45.74 - 75.33|None|None|None|2.09|USD|None|None|62.78|None|-26.34%|55.00|20.94|None
23.98|38.00|None|-0.20|27.91|None|-13.87%|None|27.43|None|None|0.30|3.73|-20.64|0.71|191573|27.71|48.35|70.43M|+0.10 - +0.36%|None|9.20|8/14/2015|1.49|1.05|8.35|2015-08-14 14:03:00 UTC+0000|27.52|None|27.61|None|1.46|7736|None|+0.36%|None|27.65|None|18.98|None|+0.10|490.25M|RigNet, Inc.|None|27.43 - 29.08|None|RNET|None|None|10:03am|NMS|None|None|None|None|None|39.03|None|None|+0.36%|None|-0.73%|3.31|-4.46|29.08|+15.55%|None|10:03am - <b>27.71</b>|None|23.98 - 48.35|None|None|None|1.05|USD|None|None|32.17|None|-42.69%|27.79|26.39|None
93.89|109.38|1.20|2.27|105.19|None|+4.29%|None|106.89|1.10|None|2.60|13.57|-0.63|11.60|333941|107.46|108.09|702.58M|+0.27 - +0.25%|None|6.70|8/14/2015|3.61|9.57|96.43|2015-08-14 14:07:00 UTC+0000|107.63|None|107.19|None|9.46|15720|None|+0.25%|None|107.72|None|11.36|None|+0.27|4.94B|RenaissanceRe Holdings Ltd. Com|None|106.89 - 107.71|None|RNR|None|None|10:07am|NYQ|6/30/2015|None|None|None|6/11/2015|9.26|None|None|+0.25%|None|+2.16%|1.11|4.42|107.71|+14.45%|None|10:07am - <b>107.46</b>|None|93.89 - 108.09|None|None|None|1.18|USD|None|None|103.04|None|-0.58%|107.05|11.23|None
26.14|35.94|0.68|-0.45|32.51|None|+6.05%|None|31.74|2.10|None|0.54|5.92|-1.80|1.94|158036|32.06|33.86|0.00|+0.12 - +0.38%|None|7.80|8/14/2015|4.55|1.82|23.10|2015-08-14 13:58:00 UTC+0000|31.94|None|31.94|None|2.42|5055|None|+0.38%|None|32.05|None|13.25|None|+0.12|1.29B|Renasant Corporation|None|31.74 - 32.06|None|RNST|None|None|9:58am|NMS|7/1/2015|None|None|None|6/15/2015|16.53|None|None|+0.38%|None|-1.38%|1.38|1.83|32.06|+22.65%|None|9:58am - <b>32.06</b>|None|26.14 - 33.86|None|None|None|1.76|USD|None|None|30.23|None|-5.32%|31.83|17.62|None
None|86|2|79|0|None|+inf%|None|None|2|None|0|None|None|8|None|79|None|0.00|+0 - +0%|None|0|1/12/2015|None|2|0|2015-01-12 22:02:00 UTC+0000|None|None|79|None|3|0|None|+0%|None|None|None|None|None|+0|None|None|None|None|None|ROC|None|None|5:02pm|NYQ|None|None|None|None|None|None|None|None|+0%|None|+inf%|None|79|None|None|None|5:02pm - <b>79</b>|None|None|None|None|None|0|None|None|None|0|None|None|79|None|None
15.92|22.84|None|-3.05|23.03|None|-5.08%|None|None|None|None|0.00|4.06|-34.17|-9.40|3051700|19.98|54.15|0.00|+0.00 - +0.00%|None|0.00|7/20/2015|None|-0.08|0.00|2015-07-20 19:59:00 UTC+0000|None|None|19.98|None|-0.36|0|None|+0.00%|None|None|None|None|None|+0.00|None|Rosetta Resources Inc.|None|None|None|ROSE|None|None|3:59pm|NMS|None|None|None|None|None|None|None|None|+0.00%|None|-13.26%|None|-1.07|None|+25.50%|None|3:59pm - <b>19.98</b>|None|15.92 - 54.15|None|None|None|0.00|USD|None|None|21.05|None|-63.10%|19.98|None|None
10.46|20.20|None|-2.17|13.82|None|-36.08%|None|11.48|None|None|0.37|1.19|-14.79|-0.28|2009370|11.65|26.44|167.04M|+0.06 - +0.52%|None|8.60|8/14/2015|1.88|1.51|12.32|2015-08-14 14:09:00 UTC+0000|11.65|None|11.59|None|2.07|153015|None|+0.52%|None|11.66|None|5.63|None|+0.06|993.14M|Rovi Corporation|None|11.48 - 11.74|None|ROVI|None|None|10:09am|NMS|None|None|None|None|None|None|None|None|+0.52%|None|-15.71%|0.94|-6.58|11.74|+11.38%|None|10:09am - <b>11.65</b>|None|10.46 - 26.44|None|None|None|0.63|USD|None|None|18.23|None|-55.94%|11.51|7.72|None
